# timezone: UTC
datetime;open;high;low;close
2026-03-28 05:00:00;4507.71066;4507.89785;4507.64734;4507.72129
2026-03-28 05:15:00;4507.70395;4507.89848;4507.64078;4507.66988
2026-03-28 05:30:00;4507.70282;4507.89712;4507.63864;4507.75127
2026-03-28 05:45:00;4507.70836;4507.90236;4507.64363;4507.80791
2026-03-28 06:00:00;4507.70692;4507.90503;4507.651;4507.74282
2026-03-28 06:15:00;4507.70863;4507.90678;4507.64344;4507.67701
2026-03-28 06:30:00;4507.70927;4507.89872;4507.64022;4507.72486
2026-03-28 06:45:00;4507.70013;4507.89522;4507.64495;4507.81071
2026-03-28 07:00:00;4507.71104;4507.90634;4507.63949;4507.74873
2026-03-28 07:15:00;4507.69671;4507.89692;4507.64098;4507.67073
2026-03-28 07:30:00;4507.69972;4507.90059;4507.63942;4507.70764
2026-03-28 07:45:00;4507.70033;4507.90455;4507.64831;4507.80489
2026-03-28 08:00:00;4507.71268;4507.90562;4507.64097;4507.77291
2026-03-28 08:15:00;4507.7046;4507.899;4507.64363;4507.68477
2026-03-28 08:30:00;4507.70619;4507.90182;4507.64952;4507.69058
2026-03-28 08:45:00;4507.69862;4507.89657;4507.64714;4507.79482
2026-03-28 09:00:00;4507.71066;4507.90488;4507.63428;4507.77356
2026-03-28 09:15:00;4507.69004;4507.89635;4507.63606;4507.69668
2026-03-28 09:30:00;4507.7066;4507.89907;4507.63884;4507.67573
2026-03-28 09:45:00;4507.6967;4507.88794;4507.63941;4507.77694
2026-03-28 10:00:00;4507.7066;4507.90282;4507.64032;4507.79154
2026-03-28 10:15:00;4507.69847;4507.89099;4507.63874;4507.71172
2026-03-28 10:30:00;4507.70519;4507.9002;4507.63546;4507.66711
2026-03-28 10:45:00;4507.69689;4507.90084;4507.64516;4507.76291
2026-03-28 11:00:00;4507.70863;4507.90883;4507.64749;4507.81213
2026-03-28 11:15:00;4507.71296;4507.90448;4507.6523;4507.73243
2026-03-28 11:30:00;4507.71096;4507.90757;4507.65107;4507.67727
2026-03-28 11:45:00;4507.71066;4507.90329;4507.64977;4507.74083
2026-03-28 12:00:00;4507.70506;4507.90506;4507.64163;4507.80799
2026-03-28 12:15:00;4507.7066;4507.90475;4507.65119;4507.74853
